,vv_list,vh_list,vv_by_vh
352,"[0.03255564719438553, 0.018978197127580643, 0.020955881103873253, 0.01353202573955059, 0.018872689455747604, 0.016702014952898026, 0.014078989624977112, 0.02583358623087406, 0.052834153175354004, 0.07436460256576538, 0.04407263919711113, 0.0075969574972987175, 0.0103714345023036, 0.006017870269715786, 0.016672950237989426]","[0.057262398302555084, 0.04064637050032616, 0.2099849283695221, 0.038909152150154114, 0.023600567132234573, 0.03657974302768707, 0.09432821720838547, 0.08371266722679138, 0.12391555309295654, 0.05465669557452202, 0.10439987480640411, 0.02974161133170128, 0.07869377732276917, 0.014451280236244202, 0.4749930500984192]","[1.7589083073866958, 2.14174034694031, 10.020334021207574, 2.8753383195564566, 1.2505142516954366, 2.1901395209408547, 6.6999280290000796, 3.2404586215267805, 2.3453683961146647, 0.7349826891925577, 2.3688137744482365, 3.9149371761361875, 7.587549948398217, 2.401394444969767, 28.488842305553366]"
353,"[0.005776258651167154, 0.02543126977980137, 0.038982223719358444, 0.011365078389644623, 0.01096015702933073, 0.035915687680244446, 0.05647957697510719, 0.03595488891005516, 0.020610086619853973, 0.019121669232845306, 0.09295475482940674, 0.02455774135887623, 0.021728679537773132, 0.0022001226898282766, 0.0034949935507029295]","[0.2457071840763092, 0.044915616512298584, 0.041172392666339874, 0.01686159521341324, 0.03806252032518387, 0.021955961361527443, 0.13307446241378784, 0.05409114435315132, 0.16928967833518982, 0.10410504043102264, 0.45266249775886536, 0.16431088745594025, 0.17096100747585297, 0.06242191046476364, 0.1166737973690033]","[42.53742758327857, 1.766157053942015, 1.0561837868139319, 1.4836321084047084, 3.4728079372698653, 0.6113195313702541, 2.3561518966836292, 1.5044169511541494, 8.21392367036977, 5.444348982472793, 4.869707833554127, 6.6907980279933685, 7.867988810762954, 28.372013412413732, 33.383122365286575]"
354,"[0.014627208933234215, 0.03595319390296936, 0.030535632744431496, 0.01806606352329254, 0.03448506072163582, 0.03248356655240059, 0.019791802391409874, 0.024515658617019653, 0.05596722662448883, 0.0400296151638031, 0.007085294462740421, 0.008019381202757359, 0.0053168730810284615, 0.004514561966061592, 0.007603970356285572]","[0.5242424607276917, 0.14375260472297668, 0.30897101759910583, 0.04230343922972679, 0.07303376495838165, 0.11639085412025452, 0.04845604673027992, 0.09219357371330261, 0.28484949469566345, 0.2641324996948242, 0.047314126044511795, 0.09082899242639542, 0.11240004748106003, 0.048742588609457016, 0.4944697618484497]","[35.84022509834873, 3.9983264104695917, 10.118376134041306, 2.3415969491740714, 2.1178377949777105, 3.5830688090391676, 2.4482887294444207, 3.7605995071777722, 5.089576737594242, 6.598427154844766, 6.677792474726848, 11.326184668109438, 21.140254011727905, 10.796748162032431, 65.02783923134479]"
355,"[0.0013393447734415531, 0.006703272927552462, 0.008264457806944847, 0.023067625239491463, 0.06327786296606064, 0.06074240803718567, 0.02355886623263359, 0.07177405059337616, 0.027436766773462296, 0.017869852483272552, 0.015749063342809677, 0.05346101522445679, 0.08166737854480743, 0.05070938169956207, 0.012192115187644958]","[0.025642432272434235, 0.16715654730796814, 0.20621171593666077, 0.10504749417304993, 0.12189382314682007, 0.07483331859111786, 0.015243500471115112, 0.10405436158180237, 0.10766192525625229, 0.05906669795513153, 0.06835000962018967, 0.03410244733095169, 0.10614004731178284, 0.3342198133468628, 0.11797813326120377]","[19.145505161112446, 24.93655697963671, 24.951632733048196, 4.553892872908739, 1.92632648185667, 1.2319781353631212, 0.647038797223608, 1.4497490488770781, 3.92400191120137, 3.305382515631964, 4.339941248086683, 0.6378937472057369, 1.2996627197179873, 6.590887172062465, 9.676592735996989]"
356,"[0.023074762895703316, 0.011529723182320595, 0.02130640111863613, 0.008929841220378876, 0.014899840578436852, 0.013819354586303234, 0.023796850815415382, 0.05923355743288994, 0.012267017737030983, 0.014424124732613564, 0.09456206113100052, 0.011899503879249096, 0.004012236371636391, 0.005943533964455128, 0.005499766208231449]","[0.15889857709407806, 0.04558419808745384, 0.0754610225558281, 0.04351471737027168, 0.03768235817551613, 0.025526665151119232, 0.20612436532974243, 0.05201508849859238, 0.24336236715316772, 0.05276283621788025, 0.25522783398628235, 0.14138968288898468, 0.021407583728432655, 0.12797804176807404, 0.11314314603805542]","[6.886249614450691, 3.9536246765535163, 3.5417066512384574, 4.8729553299297566, 2.5290443865587586, 1.8471676800607935, 8.661833741303994, 0.8781354818596554, 19.838755626684968, 3.6579575673372555, 2.699051088075431, 11.88198132659518, 5.335573915776446, 21.532314366072004, 20.57235557917264]"
357,"[0.017097165808081627, 0.016230812296271324, 0.019950971007347107, 0.04617896303534508, 0.047323040664196014, 0.03553083911538124, 0.03834328055381775, 0.019315604120492935, 0.046201881021261215, 0.017543144524097443, 0.058439951390028, 0.0946422815322876, 0.016708971932530403, 0.003281018231064081, 0.00662833359092474]","[0.22943490743637085, 0.06891237199306488, 0.07199501991271973, 0.02995670773088932, 0.06799356639385223, 0.06448095291852951, 0.16989901661872864, 0.026230335235595703, 0.11367595195770264, 0.06596099585294724, 0.2770487070083618, 0.2985557019710541, 0.11921858787536621, 0.014986158348619938, 0.2118239551782608]","[13.4194702216621, 4.2457746867601935, 3.6085972901372556, 0.64870897399668, 1.4367962294801413, 1.8147883507377065, 4.430998447831356, 1.3579867899532363, 2.4604182653383995, 3.7599300263611544, 4.740741571794608, 3.1545699991308913, 7.135004377095257, 4.567532788063696, 31.95734678596775]"
358,"[0.004436279647052288, 0.022483985871076584, 0.04891089349985123, 0.021858878433704376, 0.01205161027610302, 0.026521017774939537, 0.02143050730228424, 0.015654107555747032, 0.016827622428536415, 0.06001349538564682, 0.007380401715636253, 0.004686260130256414, 0.007161935791373253, 0.011799539439380169, 0.003058965317904949]","[0.17666573822498322, 0.09113411605358124, 0.17076709866523743, 0.056543175131082535, 0.1051807850599289, 0.12975801527500153, 0.11639120429754257, 0.09698295593261719, 0.04727852717041969, 0.10747212171554565, 0.014863145537674427, 0.026214439421892166, 0.0433511883020401, 0.16506733000278473, 0.12189611792564392]","[39.82294902044099, 4.053290042795136, 3.4913919261310746, 2.5867372519853613, 8.72752957075707, 4.8926484034716635, 5.431098884212444, 6.195367930573098, 2.809578558777525, 1.7907992364872205, 2.013866739284001, 5.5938933591502975, 6.05299873733269, 13.98930279023295, 39.84880678841079]"
359,"[0.011424481868743896, 0.02719525620341301, 0.018513184040784836, 0.005322097335010767, 0.01585494913160801, 0.008408335037529469, 0.024594372138381004, 0.02124359831213951, 0.03406064212322235, 0.04339759051799774, 0.0035449143033474684, 0.009696603752672672, 0.014634381979703903, 0.00795140489935875, 0.010441363789141178]","[0.925391435623169, 0.07565409690141678, 0.141133651137352, 0.01614672876894474, 0.037341419607400894, 0.03296543285250664, 0.11269038170576096, 0.0868614912033081, 0.06590382009744644, 0.21086463332176208, 0.04396804794669151, 0.011238254606723785, 0.06307712942361832, 0.15455426275730133, 0.06574872881174088]","[81.00073563554216, 2.7818857941820814, 7.623413175520339, 3.0339033190403075, 2.355190123754987, 3.920566046116131, 4.581958062263391, 4.0888313706097374, 1.9348965841285064, 4.858901860791391, 12.403134232376905, 1.1589887442421465, 4.31020110798656, 19.437352859463306, 6.296948381409554]"
360,"[0.016748474910855293, 0.01831093430519104, 0.014764565043151379, 0.0071623963303864, 0.016712689772248268, 0.020789453759789467, 0.044810667634010315, 0.037012726068496704, 0.016326630488038063, 0.017604265362024307, 0.06780114024877548, 0.04753752797842026, 0.004732648376375437, 0.01242741197347641, 0.005820427089929581]","[0.44494274258613586, 0.1717289388179779, 0.23574940860271454, 0.06207993999123573, 0.06560389697551727, 0.0691819041967392, 0.14813026785850525, 0.05685126408934593, 0.050750840455293655, 0.08947217464447021, 0.35996013879776, 0.30752405524253845, 0.1382162868976593, 0.22413823008537292, 0.06376665830612183]","[26.56616467794046, 9.378491340515255, 15.967243729409295, 8.667481821392954, 3.925394288384014, 3.327740353166441, 3.3056920523558015, 1.5359923498781343, 3.108469962156428, 5.082414562863749, 5.309057303121993, 6.469079658120623, 29.20485020345292, 18.035793016578747, 10.955666538019175]"
361,"[0.0074194129556417465, 0.028862422332167625, 0.024547753855586052, 0.01776675134897232, 0.011003576219081879, 0.024087682366371155, 0.03522335737943649, 0.03468039259314537, 0.029421649873256683, 0.02367817424237728, 0.07645401358604431, 0.06956002861261368, 0.03971251845359802, 0.011289064772427082, 0.004665368236601353]","[0.39047592878341675, 0.10909301787614822, 0.09128887206315994, 0.061302222311496735, 0.08484674245119095, 0.013392390683293343, 0.13987429440021515, 0.03866425156593323, 0.07772794365882874, 0.0538019984960556, 0.17187586426734924, 0.15984435379505157, 0.08688704669475555, 0.09407903254032135, 0.045239925384521484]","[52.62895206372056, 3.7797595995455424, 3.7188279058120983, 3.450390063293289, 7.710833347439696, 0.5559850250263378, 3.9710664969681226, 1.1148735257851514, 2.641862165910719, 2.27221904633868, 2.248094720022952, 2.2979339856980188, 2.1879006942427606, 8.333642727438697, 9.696967761215364]"
362,"[0.0038634026423096657, 0.014156278222799301, 0.005940825212746859, 0.014552193693816662, 0.018591269850730896, 0.009018870070576668, 0.022933712229132652, 0.04902687668800354, 0.00876794196665287, 0.014984534122049809, 0.10460061579942703, 0.08576259016990662, 0.011759096756577492, 0.05332731828093529, 0.009933622553944588]","[0.08369962126016617, 0.590377926826477, 0.25009503960609436, 0.07252413034439087, 0.38915321230888367, 0.07303862273693085, 0.019514786079525948, 0.033315327018499374, 0.05291004106402397, 0.07841837406158447, 0.06482821702957153, 0.21650750935077667, 0.05078527703881264, 0.15104691684246063, 0.09206081181764603]","[21.664741941090526, 41.704317867647426, 42.097693611567806, 4.983724919439942, 20.932040437979254, 8.098422769745119, 0.8509213809152254, 0.6795319071722827, 6.034488054922903, 5.233287429750084, 0.6197689806518963, 2.524498256429146, 4.318807650800706, 2.832449140733568, 9.267597124584643]"
363,"[0.010348831303417683, 0.039932169020175934, 0.030434438958764076, 0.023799655959010124, 0.02473231591284275, 0.03465607389807701, 0.044501736760139465, 0.03584861755371094, 0.22037488222122192, 0.06851264089345932, 0.08966115862131119, 0.01234911847859621, 0.00365324760787189, 0.003579556243494153, 0.01615097001194954]","[0.7792209386825562, 0.06826557219028473, 0.09773047268390656, 0.022531872615218163, 0.0826377347111702, 0.0237310491502285, 0.1613992303609848, 0.07523278146982193, 0.2286466807126999, 0.1374402493238449, 0.20447032153606415, 0.22400373220443726, 0.02686675265431404, 0.006196263246238232, 0.21290920674800873]","[75.29554940423272, 1.7095382961990668, 3.2111803610483025, 0.9467310222477396, 3.34128574947803, 0.6847587300287147, 3.626807448682571, 2.098624343242884, 1.0375351238222075, 2.0060568025332954, 2.280478243646792, 18.139248772508413, 7.354210701848542, 1.7310143561789109, 13.18244084352114]"
364,"[0.03395627811551094, 0.04002627730369568, 0.010564462281763554, 0.014986805617809296, 0.033112913370132446, 0.06472663581371307, 0.05415976420044899, 0.025220701470971107, 0.12057332694530487, 0.08269286155700684, 0.014966953545808792, 0.0021438191179186106, 0.005884881131350994, 0.003930188715457916, 0.0069916220381855965]","[0.10470163077116013, 0.1491101235151291, 0.10491631925106049, 0.05743200704455376, 0.051156748086214066, 0.08606705814599991, 0.11188596487045288, 0.048905543982982635, 0.21762080490589142, 0.426396906375885, 0.01124882884323597, 0.00826280377805233, 0.006847735960036516, 0.011906824074685574, 0.5593631267547607]","[3.083424821029879, 3.725305813072992, 9.931060990408168, 3.8321713451935002, 1.5449183680816498, 1.3297007802739167, 2.0658502953660447, 1.9391032418060479, 1.8048834714879332, 5.156393168011671, 0.7515777214653003, 3.8542448422955173, 1.1636150004043462, 3.0295807496099534, 80.00477195416612]"
365,"[0.03685615584254265, 0.011665155179798603, 0.006602020934224129, 0.022879231721162796, 0.04746255651116371, 0.06725320219993591, 0.0169222354888916, 0.015323102474212646, 0.05924499034881592, 0.044709037989377975, 0.006373045966029167, 0.02216382324695587, 0.0035566999576985836, 0.005596221424639225, 0.01977086253464222]","[0.17589113116264343, 0.30463701486587524, 0.29316696524620056, 0.016993187367916107, 0.05732733756303787, 0.027244258671998978, 0.06714007258415222, 0.10238087922334671, 0.18737287819385529, 0.2172008752822876, 0.07772322744131088, 0.17494866251945496, 0.054766517132520676, 0.02399519458413124, 0.34680676460266113]","[4.772367794245494, 26.115127503270365, 44.40564005582839, 0.7427341780973254, 1.2078434407458405, 0.40509979868326534, 3.96756519717655, 6.681471940531899, 3.1626788542062805, 4.858097714692283, 12.195616955472493, 7.893433392340538, 15.398126854635828, 4.287749315723002, 17.54130675861973]"
366,"[0.019717637449502945, 0.028190575540065765, 0.030391879379749298, 0.030370434746146202, 0.02174319140613079, 0.016658155247569084, 0.035038165748119354, 0.0224431324750185, 0.024950508028268814, 0.03726500645279884, 0.008610510267317295, 0.0031948238611221313, 0.005865506827831268, 0.00442105857655406, 0.01522692572325468]","[0.40036407113075256, 0.07628002762794495, 0.1351020634174347, 0.04203101247549057, 0.05084976926445961, 0.03977619484066963, 0.0706779956817627, 0.028677193447947502, 0.11124850809574127, 0.10700710862874985, 0.04379136487841606, 0.005973371677100658, 0.11689996719360352, 0.014025302603840828, 0.48164671659469604]","[20.304870304877483, 2.7058698223288205, 4.445334285824253, 1.3839450382192509, 2.3386525149257444, 2.3877910998862943, 2.017171680442669, 1.2777714287374164, 4.458767251139625, 2.871517244047409, 5.085803688619231, 1.869702974799558, 19.930070942705985, 3.1723856087816595, 31.631251465233156]"
367,"[0.020538825541734695, 0.01459104847162962, 0.026168139651417732, 0.02899177372455597, 0.011629539541900158, 0.03824063390493393, 0.024255113676190376, 0.03993270918726921, 0.07070337980985641, 0.16837695240974426, 0.03215375170111656, 0.028968945145606995, 0.004015542566776276, 0.0038332915864884853, 0.0054233078844845295]","[0.29207101464271545, 0.2509680390357971, 0.2878427803516388, 0.05087689310312271, 0.032185450196266174, 0.06361109763383865, 0.08028479665517807, 0.029784398153424263, 0.11756997555494308, 1.5444960594177246, 0.1635356992483139, 0.18186962604522705, 0.050108470022678375, 0.028030220419168472, 0.16969630122184753]","[14.220434077363867, 17.200137435207044, 10.99974183056013, 1.7548734198359892, 2.767560149763881, 1.6634425515009923, 3.3100152704700903, 0.7458646998816627, 1.6628621696887145, 9.172847217588325, 5.086053433778149, 6.278089351582991, 12.47863002057678, 7.312311048282596, 31.29018393134741]"
368,"[0.038934823125600815, 0.020748747512698174, 0.006527996622025967, 0.012781541794538498, 0.03714844584465027, 0.01644384302198887, 0.013845712877810001, 0.02446926385164261, 0.03850727528333664, 0.08982189744710922, 0.016502490267157555, 0.03352256864309311, 0.0025474256835877895, 0.006995401345193386, 0.009608308784663677]","[0.07967660576105118, 0.09079890698194504, 0.12395121902227402, 0.011604017578065395, 0.030682014301419258, 0.06282903999090195, 0.07932417839765549, 0.11743933707475662, 0.06203297898173332, 0.16771908104419708, 0.0978257805109024, 0.12992441654205322, 0.022723425179719925, 0.03698993846774101, 0.3120969831943512]","[2.046409855363165, 4.3761150848443435, 18.987635288298556, 0.907873069196061, 0.8259299576011135, 3.8208246032807742, 5.729150900188414, 4.799463432442941, 1.6109417902278074, 1.8672404592984342, 5.927940506384692, 3.875729748675523, 8.920152342861007, 5.287750715426384, 32.48198930622478]"
